Week,Flu,Influenza,Influenza A virus,Symptoms of influenza,Influenza symptoms,Type A influenza,Flu treatment,Influenza vaccine,Cough
2015-07-01,80.0,2439.8571428571427,604.1428571428571,2.0,1.1428571428571428,0.5714285714285714,2.4285714285714284,308.7142857142857,837.1428571428571
2015-07-08,84.42857142857143,2398.4285714285716,488.2857142857143,1.2857142857142858,2.2857142857142856,1.0,2.7142857142857144,300.2857142857143,819.1428571428571
2015-07-15,70.71428571428571,2259.0,427.42857142857144,1.7142857142857142,1.7142857142857142,1.4285714285714286,2.2857142857142856,284.2857142857143,755.7142857142857
2015-07-22,78.28571428571429,2443.714285714286,470.85714285714283,2.142857142857143,1.0,0.42857142857142855,4.285714285714286,306.85714285714283,775.4285714285714
2015-07-29,84.85714285714286,2444.1428571428573,470.7142857142857,1.4285714285714286,2.5714285714285716,0.2857142857142857,2.4285714285714284,301.2857142857143,749.0
2015-08-05,85.42857142857143,2425.4285714285716,518.2857142857143,2.857142857142857,1.8571428571428572,1.2857142857142858,2.7142857142857144,326.85714285714283,767.5714285714286
2015-08-12,81.71428571428571,2686.5714285714284,643.8571428571429,1.7142857142857142,0.5714285714285714,1.4285714285714286,3.5714285714285716,359.57142857142856,817.4285714285714
2015-08-19,91.85714285714286,2817.5714285714284,734.1428571428571,2.0,0.7142857142857143,0.8571428571428571,5.714285714285714,411.2857142857143,835.0
2015-08-26,94.28571428571429,2775.4285714285716,748.8571428571429,2.2857142857142856,1.4285714285714286,1.7142857142857142,5.0,456.7142857142857,792.7142857142857
2015-09-02,106.71428571428571,2941.0,717.7142857142857,2.5714285714285716,1.5714285714285714,1.4285714285714286,7.428571428571429,544.5714285714286,858.5714285714286
2015-09-09,102.71428571428571,3200.4285714285716,760.4285714285714,3.5714285714285716,1.2857142857142858,0.8571428571428571,4.714285714285714,640.7142857142857,897.1428571428571
2015-09-16,115.28571428571429,3816.5714285714284,633.0,2.857142857142857,0.8571428571428571,1.0,6.571428571428571,770.5714285714286,881.7142857142857
2015-09-23,116.0,3345.285714285714,631.4285714285714,1.4285714285714286,0.8571428571428571,0.14285714285714285,1.5714285714285714,967.5714285714286,851.0
2015-09-30,128.28571428571428,3708.714285714286,668.4285714285714,1.7142857142857142,6.285714285714286,0.14285714285714285,1.8571428571428572,1310.7142857142858,906.4285714285714
2015-10-07,130.57142857142858,3825.714285714286,634.7142857142857,1.4285714285714286,1.7142857142857142,0.0,0.5714285714285714,1496.4285714285713,945.2857142857143
2015-10-14,134.42857142857142,3903.8571428571427,674.8571428571429,0.5714285714285714,1.5714285714285714,0.0,1.5714285714285714,1427.7142857142858,935.4285714285714
2015-10-21,131.57142857142858,3831.8571428571427,653.8571428571429,1.4285714285714286,2.857142857142857,0.0,1.0,1441.142857142857,976.5714285714286
2015-10-28,118.42857142857143,3779.1428571428573,581.4285714285714,1.1428571428571428,2.0,0.0,0.8571428571428571,1334.2857142857142,1047.4285714285713
2015-11-04,127.28571428571429,4016.1428571428573,586.4285714285714,1.4285714285714286,2.2857142857142856,0.7142857142857143,0.2857142857142857,1296.2857142857142,1049.7142857142858
2015-11-11,144.0,3961.1428571428573,624.1428571428571,0.7142857142857143,3.5714285714285716,0.0,0.2857142857142857,1125.142857142857,1031.4285714285713
2015-11-18,126.14285714285714,4017.8571428571427,569.8571428571429,1.2857142857142858,2.2857142857142856,0.2857142857142857,0.5714285714285714,1044.142857142857,1125.5714285714287
2015-11-25,123.85714285714286,3828.1428571428573,523.8571428571429,1.5714285714285714,1.0,0.42857142857142855,0.5714285714285714,867.2857142857143,1144.0
2015-12-02,117.71428571428571,4081.285714285714,635.5714285714286,0.5714285714285714,2.5714285714285716,0.2857142857142857,0.2857142857142857,842.7142857142857,1097.2857142857142
2015-12-09,119.28571428571429,3987.1428571428573,666.1428571428571,0.7142857142857143,2.0,0.0,0.8571428571428571,721.0,1109.7142857142858
2015-12-16,108.42857142857143,3701.285714285714,595.1428571428571,1.1428571428571428,2.2857142857142856,0.14285714285714285,1.4285714285714286,580.7142857142857,1085.7142857142858
2015-12-23,107.85714285714286,3370.5714285714284,562.5714285714286,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,458.14285714285717,1068.142857142857
2015-12-30,126.14285714285714,4473.857142857143,711.8571428571429,1.0,1.5714285714285714,0.14285714285714285,0.8571428571428571,477.85714285714283,1215.7142857142858
2016-01-06,149.28571428571428,4641.571428571428,912.4285714285714,0.8571428571428571,2.0,0.0,0.5714285714285714,560.1428571428571,1323.0
2016-01-13,129.28571428571428,4851.0,1163.2857142857142,0.42857142857142855,3.7142857142857144,0.14285714285714285,2.4285714285714284,561.8571428571429,1371.0
2016-01-20,146.14285714285714,5284.285714285715,1359.4285714285713,1.8571428571428572,1.2857142857142858,0.14285714285714285,1.2857142857142858,597.0,1303.5714285714287
2016-01-27,144.0,5718.0,1820.142857142857,2.0,1.4285714285714286,0.2857142857142857,1.5714285714285714,580.4285714285714,1184.5714285714287
2016-02-03,134.57142857142858,5884.428571428572,2008.4285714285713,1.5714285714285714,2.142857142857143,0.8571428571428571,0.5714285714285714,597.2857142857143,1185.7142857142858
2016-02-10,144.71428571428572,5831.714285714285,2042.5714285714287,1.1428571428571428,1.0,0.14285714285714285,1.1428571428571428,533.5714285714286,1164.4285714285713
2016-02-17,166.71428571428572,6658.571428571428,2594.714285714286,1.4285714285714286,3.0,0.2857142857142857,1.5714285714285714,591.2857142857143,1228.7142857142858
2016-02-24,160.28571428571428,6912.285714285715,2826.714285714286,1.5714285714285714,3.5714285714285716,0.42857142857142855,1.1428571428571428,602.7142857142857,1101.857142857143
2016-03-02,164.42857142857142,6605.857142857143,2818.714285714286,1.4285714285714286,1.2857142857142858,0.2857142857142857,0.42857142857142855,528.5714285714286,1040.2857142857142
2016-03-09,141.57142857142858,6202.428571428572,2833.285714285714,1.1428571428571428,2.857142857142857,0.2857142857142857,0.7142857142857143,520.5714285714286,1014.8571428571429
2016-03-16,116.14285714285714,5440.857142857143,2104.1428571428573,0.42857142857142855,4.142857142857143,0.2857142857142857,0.7142857142857143,503.42857142857144,905.7142857142857
2016-03-23,112.14285714285714,4737.571428571428,1833.5714285714287,0.0,1.8571428571428572,0.2857142857142857,0.5714285714285714,487.7142857142857,859.2857142857143
2016-03-30,109.0,4537.285714285715,1506.7142857142858,0.7142857142857143,4.0,0.42857142857142855,0.42857142857142855,528.1428571428571,845.5714285714286
2016-04-06,106.28571428571429,4530.714285714285,1292.0,1.8571428571428572,2.857142857142857,0.0,0.7142857142857143,591.7142857142857,816.8571428571429
2016-04-13,93.85714285714286,4416.0,1107.7142857142858,0.2857142857142857,2.2857142857142856,0.2857142857142857,0.5714285714285714,540.0,741.5714285714286
2016-04-20,479.42857142857144,8489.142857142857,909.1428571428571,2.0,2.7142857142857144,0.14285714285714285,0.8571428571428571,571.4285714285714,762.2857142857143
2016-04-27,89.0,4364.142857142857,677.8571428571429,0.7142857142857143,1.1428571428571428,0.2857142857142857,0.8571428571428571,505.57142857142856,702.4285714285714
2016-05-04,86.85714285714286,3620.1428571428573,622.1428571428571,0.2857142857142857,1.8571428571428572,0.2857142857142857,0.5714285714285714,459.0,736.2857142857143
2016-05-11,90.14285714285714,3440.4285714285716,595.2857142857143,1.8571428571428572,1.7142857142857142,0.14285714285714285,0.7142857142857143,467.7142857142857,740.2857142857143
2016-05-18,81.28571428571429,3330.1428571428573,503.14285714285717,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.14285714285714285,465.0,757.5714285714286
2016-05-25,77.85714285714286,3010.4285714285716,456.2857142857143,1.5714285714285714,1.2857142857142858,0.0,0.14285714285714285,383.2857142857143,724.2857142857143
2016-06-01,71.71428571428571,2861.8571428571427,447.85714285714283,0.2857142857142857,0.5714285714285714,0.0,1.0,363.2857142857143,725.5714285714286
2016-06-08,67.14285714285714,2669.0,457.0,0.7142857142857143,0.42857142857142855,0.0,0.14285714285714285,362.2857142857143,694.2857142857143
2016-06-15,70.28571428571429,2569.285714285714,429.42857142857144,0.2857142857142857,1.2857142857142858,0.0,1.0,333.42857142857144,715.1428571428571
2016-06-22,60.142857142857146,2543.1428571428573,394.57142857142856,1.8571428571428572,0.2857142857142857,0.14285714285714285,0.42857142857142855,341.42857142857144,714.0
2016-06-29,72.57142857142857,2352.714285714286,420.42857142857144,1.2857142857142858,1.1428571428571428,0.0,0.5714285714285714,280.42857142857144,720.7142857142857
2016-07-06,70.42857142857143,2352.285714285714,441.0,1.4285714285714286,0.5714285714285714,0.8571428571428571,1.1428571428571428,268.2857142857143,714.5714285714286
2016-07-13,65.28571428571429,2361.4285714285716,475.0,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.14285714285714285,281.2857142857143,693.2857142857143
2016-07-20,68.0,2495.4285714285716,568.0,3.7142857142857144,0.42857142857142855,0.2857142857142857,0.14285714285714285,283.57142857142856,652.5714285714286
2016-07-27,68.71428571428571,2331.8571428571427,604.7142857142857,1.5714285714285714,1.2857142857142858,0.0,0.14285714285714285,291.42857142857144,683.1428571428571
2016-08-03,71.85714285714286,2383.8571428571427,680.8571428571429,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,281.42857142857144,686.1428571428571
2016-08-10,70.0,2467.714285714286,714.0,1.1428571428571428,0.8571428571428571,0.0,0.0,289.2857142857143,666.4285714285714
2016-08-17,71.42857142857143,2666.5714285714284,918.8571428571429,1.8571428571428572,0.5714285714285714,0.0,0.8571428571428571,355.85714285714283,665.7142857142857
2016-08-24,80.71428571428571,2811.0,1115.2857142857142,3.857142857142857,1.0,0.14285714285714285,1.1428571428571428,401.7142857142857,754.8571428571429
2016-08-31,80.57142857142857,2919.5714285714284,881.7142857142857,2.0,2.0,0.2857142857142857,0.2857142857142857,456.85714285714283,750.7142857142857
2016-09-07,88.85714285714286,3368.8571428571427,1020.8571428571429,1.5714285714285714,2.5714285714285716,0.0,0.5714285714285714,651.4285714285714,917.5714285714286
2016-09-14,125.85714285714286,3536.4285714285716,824.8571428571429,1.8571428571428572,1.5714285714285714,0.2857142857142857,0.42857142857142855,768.1428571428571,777.0
2016-09-21,104.85714285714286,3710.1428571428573,718.2857142857143,3.0,0.7142857142857143,0.0,0.14285714285714285,931.0,788.0
2016-09-28,111.0,3744.4285714285716,581.5714285714286,1.8571428571428572,1.5714285714285714,0.42857142857142855,0.14285714285714285,1113.0,777.7142857142857
2016-10-05,103.57142857142857,3728.0,536.7142857142857,2.2857142857142856,1.1428571428571428,0.0,0.14285714285714285,1323.857142857143,798.1428571428571
2016-10-12,106.14285714285714,3954.8571428571427,550.8571428571429,3.0,1.2857142857142858,0.0,1.0,1283.0,864.7142857142857
2016-10-19,111.85714285714286,4033.714285714286,580.2857142857143,1.2857142857142858,1.1428571428571428,0.14285714285714285,0.14285714285714285,1268.7142857142858,873.7142857142857
2016-10-26,93.57142857142857,3777.4285714285716,671.0,1.1428571428571428,0.2857142857142857,0.14285714285714285,1.1428571428571428,1201.4285714285713,801.1428571428571
2016-11-02,105.14285714285714,4050.285714285714,617.2857142857143,0.0,0.8571428571428571,0.2857142857142857,0.42857142857142855,1143.7142857142858,875.8571428571429
2016-11-09,96.42857142857143,4202.0,671.2857142857143,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.2857142857142857,1070.5714285714287,883.8571428571429
2016-11-16,109.85714285714286,4258.571428571428,670.0,0.42857142857142855,1.0,0.0,0.2857142857142857,975.7142857142857,889.8571428571429
2016-11-23,89.0,4101.571428571428,656.8571428571429,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.2857142857142857,797.2857142857143,852.4285714285714
2016-11-30,98.14285714285714,4385.714285714285,733.8571428571429,0.42857142857142855,1.1428571428571428,0.0,0.5714285714285714,796.5714285714286,884.8571428571429
2016-12-07,99.42857142857143,4492.857142857143,1102.4285714285713,0.2857142857142857,1.4285714285714286,0.0,1.4285714285714286,726.5714285714286,817.2857142857143
2016-12-14,104.0,4370.857142857143,1272.2857142857142,0.42857142857142855,0.7142857142857143,0.0,0.2857142857142857,609.5714285714286,868.2857142857143
2016-12-21,98.57142857142857,4506.714285714285,1574.857142857143,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,554.2857142857143,836.5714285714286
2016-12-28,128.42857142857142,5310.142857142857,2114.0,0.7142857142857143,1.7142857142857142,0.42857142857142855,0.5714285714285714,601.8571428571429,902.0
2017-01-04,152.14285714285714,6671.857142857143,2624.1428571428573,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.7142857142857143,712.5714285714286,958.5714285714286
2017-01-11,141.85714285714286,5916.714285714285,2334.285714285714,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.5714285714285714,662.4285714285714,959.8571428571429
2017-01-18,135.57142857142858,5639.571428571428,2754.285714285714,0.14285714285714285,1.2857142857142858,0.5714285714285714,0.14285714285714285,560.4285714285714,887.1428571428571
2017-01-25,125.14285714285714,5632.142857142857,2948.5714285714284,0.8571428571428571,1.7142857142857142,0.7142857142857143,0.42857142857142855,577.0,880.0
2017-02-01,138.14285714285714,5973.428571428572,3743.4285714285716,1.0,1.5714285714285714,0.5714285714285714,0.14285714285714285,578.2857142857143,886.5714285714286
2017-02-08,140.57142857142858,6154.428571428572,4169.142857142857,0.2857142857142857,2.4285714285714284,0.2857142857142857,0.5714285714285714,581.8571428571429,865.4285714285714
2017-02-15,124.28571428571429,5958.0,3756.714285714286,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.5714285714285714,587.0,955.5714285714286
2017-02-22,124.42857142857143,5694.857142857143,2958.8571428571427,0.14285714285714285,2.142857142857143,0.7142857142857143,0.2857142857142857,547.2857142857143,875.1428571428571
2017-03-01,115.42857142857143,4828.142857142857,2221.1428571428573,0.2857142857142857,1.5714285714285714,0.7142857142857143,1.0,504.7142857142857,837.0
2017-03-08,108.14285714285714,4467.285714285715,1666.5714285714287,0.7142857142857143,2.0,0.5714285714285714,0.42857142857142855,453.14285714285717,800.8571428571429
2017-03-15,103.71428571428571,4211.857142857143,1475.142857142857,0.8571428571428571,1.5714285714285714,0.8571428571428571,0.7142857142857143,434.57142857142856,761.0
2017-03-22,102.28571428571429,4103.857142857143,1412.7142857142858,1.0,1.4285714285714286,0.7142857142857143,0.2857142857142857,439.7142857142857,758.1428571428571
2017-03-29,104.28571428571429,4030.8571428571427,1150.5714285714287,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.5714285714285714,479.7142857142857,738.7142857142857
2017-04-05,83.71428571428571,3551.4285714285716,1065.4285714285713,0.42857142857142855,1.1428571428571428,0.7142857142857143,0.2857142857142857,471.85714285714283,680.8571428571429
2017-04-12,75.71428571428571,3142.0,892.7142857142857,0.2857142857142857,1.0,0.5714285714285714,0.14285714285714285,428.7142857142857,635.0
2017-04-19,75.71428571428571,3375.8571428571427,780.4285714285714,0.7142857142857143,1.5714285714285714,0.42857142857142855,0.2857142857142857,466.14285714285717,647.8571428571429
2017-04-26,70.42857142857143,2953.714285714286,665.5714285714286,0.42857142857142855,1.0,0.5714285714285714,0.5714285714285714,463.7142857142857,608.5714285714286
2017-05-03,82.85714285714286,2939.285714285714,623.0,0.7142857142857143,1.5714285714285714,0.7142857142857143,0.42857142857142855,456.42857142857144,629.0
2017-05-10,79.57142857142857,2906.4285714285716,654.0,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,430.85714285714283,627.4285714285714
2017-05-17,73.14285714285714,2728.714285714286,683.4285714285714,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.0,399.2857142857143,592.0
2017-05-24,72.14285714285714,2615.5714285714284,609.2857142857143,0.2857142857142857,1.1428571428571428,1.0,0.5714285714285714,379.7142857142857,596.0
2017-05-31,75.71428571428571,2534.285714285714,629.2857142857143,0.2857142857142857,1.0,0.5714285714285714,0.7142857142857143,373.0,595.0
2017-06-07,61.857142857142854,2558.5714285714284,572.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.42857142857142855,379.42857142857144,579.8571428571429
2017-06-14,69.42857142857143,2486.1428571428573,533.8571428571429,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.42857142857142855,355.85714285714283,573.8571428571429
2017-06-21,64.71428571428571,2356.285714285714,536.0,0.2857142857142857,1.1428571428571428,0.14285714285714285,0.14285714285714285,353.2857142857143,581.7142857142857
2017-06-28,62.285714285714285,2340.714285714286,561.8571428571429,0.7142857142857143,1.2857142857142858,0.0,0.42857142857142855,352.85714285714283,650.5714285714286
2017-07-05,64.0,2408.714285714286,647.5714285714286,1.0,1.0,0.14285714285714285,0.8571428571428571,329.0,589.1428571428571
2017-07-12,69.28571428571429,2422.285714285714,731.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,353.2857142857143,584.1428571428571
2017-07-19,67.0,2594.285714285714,763.0,0.0,1.8571428571428572,0.42857142857142855,0.5714285714285714,378.42857142857144,579.7142857142857
2017-07-26,59.57142857142857,2687.4285714285716,930.1428571428571,1.0,2.0,0.42857142857142855,0.0,399.14285714285717,553.5714285714286
2017-08-02,65.71428571428571,2617.8571428571427,837.2857142857143,0.42857142857142855,1.1428571428571428,0.42857142857142855,0.8571428571428571,444.0,584.5714285714286
2017-08-09,69.14285714285714,2669.1428571428573,886.1428571428571,2.2857142857142856,0.8571428571428571,0.2857142857142857,1.7142857142857142,477.42857142857144,596.2857142857143
2017-08-16,63.0,2804.285714285714,865.7142857142857,2.857142857142857,1.8571428571428572,0.14285714285714285,0.8571428571428571,532.8571428571429,575.1428571428571
2017-08-23,63.285714285714285,2678.285714285714,820.4285714285714,1.0,1.7142857142857142,0.0,0.7142857142857143,512.0,574.0
2017-08-30,62.285714285714285,2722.4285714285716,826.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.8571428571428572,537.2857142857143,585.7142857142857
2017-09-06,66.14285714285714,3218.4285714285716,754.5714285714286,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,611.4285714285714,654.5714285714286
2017-09-13,77.0,3503.0,789.7142857142857,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.7142857142857143,781.2857142857143,679.0
2017-09-20,89.85714285714286,3463.8571428571427,819.5714285714286,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.42857142857142855,919.4285714285714,666.5714285714286
2017-09-27,80.0,3336.8571428571427,786.8571428571429,0.8571428571428571,0.8571428571428571,0.42857142857142855,1.0,1006.7142857142857,788.2857142857143
2017-10-04,91.85714285714286,3676.5714285714284,731.5714285714286,0.7142857142857143,1.1428571428571428,0.2857142857142857,0.42857142857142855,1195.5714285714287,761.0
2017-10-11,94.28571428571429,3827.4285714285716,841.2857142857143,1.0,1.4285714285714286,0.2857142857142857,0.2857142857142857,1234.4285714285713,712.7142857142857
2017-10-18,96.57142857142857,6137.714285714285,742.4285714285714,1.0,1.0,0.14285714285714285,0.7142857142857143,1117.7142857142858,738.7142857142857
2017-10-25,90.85714285714286,3595.714285714286,690.1428571428571,0.7142857142857143,1.1428571428571428,0.2857142857142857,0.7142857142857143,1215.4285714285713,771.7142857142857
2017-11-01,90.28571428571429,3610.5714285714284,763.1428571428571,0.42857142857142855,1.7142857142857142,0.14285714285714285,0.2857142857142857,1297.142857142857,793.2857142857143
2017-11-08,91.42857142857143,3797.4285714285716,822.4285714285714,1.4285714285714286,1.8571428571428572,0.2857142857142857,1.0,1182.857142857143,820.0
2017-11-15,128.14285714285714,3906.5714285714284,909.1428571428571,0.8571428571428571,2.0,0.5714285714285714,1.1428571428571428,1036.4285714285713,896.4285714285714
2017-11-22,97.57142857142857,3697.8571428571427,889.1428571428571,1.4285714285714286,1.5714285714285714,0.2857142857142857,1.7142857142857142,866.2857142857143,820.8571428571429
2017-11-29,105.71428571428571,3962.1428571428573,994.5714285714286,1.0,4.0,0.0,1.0,996.1428571428571,808.7142857142857
2017-12-06,119.85714285714286,4373.142857142857,1273.7142857142858,0.7142857142857143,4.142857142857143,0.7142857142857143,1.4285714285714286,974.4285714285714,785.1428571428571
2017-12-13,124.42857142857143,4673.571428571428,1879.142857142857,1.1428571428571428,3.4285714285714284,0.5714285714285714,0.2857142857142857,770.2857142857143,817.8571428571429
2017-12-20,125.71428571428571,4611.571428571428,2470.4285714285716,0.7142857142857143,2.857142857142857,0.5714285714285714,1.4285714285714286,655.4285714285714,802.5714285714286
2017-12-27,148.85714285714286,6386.142857142857,3029.8571428571427,1.7142857142857142,4.428571428571429,0.5714285714285714,2.5714285714285716,744.4285714285714,868.5714285714286
2018-01-03,217.42857142857142,8569.142857142857,4021.4285714285716,2.0,6.714285714285714,0.7142857142857143,2.2857142857142856,1096.0,1002.0
2018-01-10,247.0,9424.714285714286,5213.0,2.142857142857143,8.428571428571429,1.4285714285714286,2.7142857142857144,1521.7142857142858,1040.142857142857
2018-01-17,258.14285714285717,9315.285714285714,5201.285714285715,4.0,10.0,1.1428571428571428,5.714285714285714,1716.2857142857142,987.2857142857143
2018-01-24,259.2857142857143,9490.714285714286,5232.428571428572,2.857142857142857,11.714285714285714,1.0,4.857142857142857,1998.857142857143,967.1428571428571
2018-01-31,233.57142857142858,8636.714285714286,4813.0,1.7142857142857142,10.571428571428571,0.7142857142857143,2.857142857142857,1612.857142857143,932.7142857142857
2018-02-07,229.71428571428572,8117.714285714285,3939.285714285714,2.7142857142857144,7.142857142857143,0.7142857142857143,1.0,1490.142857142857,961.5714285714286
2018-02-14,190.57142857142858,6678.428571428572,3424.8571428571427,2.0,3.857142857142857,0.5714285714285714,1.1428571428571428,1085.7142857142858,881.7142857142857
2018-02-21,142.57142857142858,5604.0,2372.1428571428573,1.5714285714285714,3.4285714285714284,0.2857142857142857,0.7142857142857143,796.2857142857143,875.8571428571429
2018-02-28,127.28571428571429,5026.285714285715,1577.5714285714287,1.4285714285714286,3.857142857142857,0.8571428571428571,1.5714285714285714,675.8571428571429,855.8571428571429
2018-03-07,104.0,4645.428571428572,1364.4285714285713,1.5714285714285714,3.7142857142857144,0.8571428571428571,0.5714285714285714,614.4285714285714,830.5714285714286
2018-03-14,95.42857142857143,4027.285714285714,1215.857142857143,1.1428571428571428,3.857142857142857,0.42857142857142855,0.8571428571428571,546.2857142857143,757.7142857142857
2018-03-21,97.0,3791.8571428571427,992.8571428571429,0.7142857142857143,2.5714285714285716,0.7142857142857143,1.1428571428571428,591.1428571428571,739.7142857142857
2018-03-28,92.57142857142857,3425.5714285714284,930.8571428571429,0.8571428571428571,3.2857142857142856,0.14285714285714285,0.5714285714285714,478.42857142857144,670.1428571428571
2018-04-04,81.14285714285714,3232.0,852.1428571428571,0.5714285714285714,2.7142857142857144,0.2857142857142857,0.42857142857142855,544.7142857142857,689.4285714285714
2018-04-11,74.0,3206.714285714286,759.7142857142857,1.5714285714285714,2.4285714285714284,0.42857142857142855,0.0,541.4285714285714,661.1428571428571
2018-04-18,69.28571428571429,3102.0,720.2857142857143,3.2857142857142856,1.8571428571428572,0.14285714285714285,1.1428571428571428,584.4285714285714,647.4285714285714
2018-04-25,72.28571428571429,2860.285714285714,642.2857142857143,0.8571428571428571,1.8571428571428572,0.42857142857142855,0.42857142857142855,576.7142857142857,585.1428571428571
2018-05-02,67.42857142857143,2721.285714285714,565.0,0.5714285714285714,1.7142857142857142,0.14285714285714285,1.0,552.1428571428571,561.4285714285714
2018-05-09,63.0,2595.285714285714,524.7142857142857,1.7142857142857142,2.0,0.14285714285714285,0.42857142857142855,509.2857142857143,541.5714285714286
2018-05-16,64.85714285714286,2630.4285714285716,571.1428571428571,1.2857142857142858,2.142857142857143,0.42857142857142855,0.7142857142857143,538.4285714285714,555.0
2018-05-23,62.142857142857146,2552.0,542.0,0.5714285714285714,2.2857142857142856,0.5714285714285714,0.42857142857142855,572.2857142857143,533.2857142857143
2018-05-30,66.14285714285714,2507.5714285714284,529.4285714285714,1.7142857142857142,2.142857142857143,0.14285714285714285,0.42857142857142855,523.2857142857143,541.5714285714286
2018-06-06,62.857142857142854,2423.285714285714,497.14285714285717,3.142857142857143,1.5714285714285714,0.2857142857142857,0.42857142857142855,443.42857142857144,540.5714285714286
2018-06-13,58.714285714285715,2300.1428571428573,458.85714285714283,1.5714285714285714,2.7142857142857144,0.42857142857142855,0.42857142857142855,428.0,521.8571428571429
2018-06-20,54.142857142857146,2218.5714285714284,393.0,0.42857142857142855,1.7142857142857142,0.5714285714285714,0.42857142857142855,533.1428571428571,532.1428571428571
2018-06-27,58.285714285714285,2135.8571428571427,384.0,0.2857142857142857,1.8571428571428572,0.42857142857142855,0.14285714285714285,378.85714285714283,543.5714285714286
2018-07-04,58.857142857142854,2056.4285714285716,411.2857142857143,0.7142857142857143,3.5714285714285716,0.2857142857142857,0.5714285714285714,347.85714285714283,590.5714285714286
2018-07-11,52.57142857142857,2096.0,427.7142857142857,1.1428571428571428,5.428571428571429,0.7142857142857143,17.285714285714285,389.7142857142857,538.4285714285714
2018-07-18,65.42857142857143,2201.714285714286,494.7142857142857,1.2857142857142858,4.285714285714286,2.142857142857143,0.42857142857142855,411.14285714285717,538.1428571428571
2018-07-25,62.57142857142857,2100.8571428571427,421.57142857142856,0.7142857142857143,5.0,1.4285714285714286,0.7142857142857143,347.0,494.42857142857144
2018-08-01,64.71428571428571,2020.0,402.42857142857144,1.1428571428571428,3.0,0.7142857142857143,1.7142857142857142,391.57142857142856,506.14285714285717
2018-08-08,56.714285714285715,1889.4285714285713,389.2857142857143,1.1428571428571428,2.5714285714285716,1.0,2.4285714285714284,389.2857142857143,461.57142857142856
2018-08-15,54.142857142857146,1933.4285714285713,383.57142857142856,1.7142857142857142,1.1428571428571428,0.5714285714285714,0.2857142857142857,364.7142857142857,461.85714285714283
